"","item_id","bundle_index","share","filtered_item_share"
"71",26234488798,8,0.0769230769230769,"."
"72",27462844289,1,0.0921052631578947,"0.131578947368421"
"73",27462844289,2,0.138157894736842,"0.263157894736842"
"74",27462844289,3,0.171052631578947,"0.157894736842105"
"75",27462844289,4,0.144736842105263,"0.131578947368421"
"76",27462844289,5,0.125,"0.105263157894737"
"77",27462844289,6,0.131578947368421,"0.131578947368421"
"78",27462844289,7,0.197368421052632,"0.0789473684210526"
"79",35517479906,1,0.75,"."
"80",35517479906,8,0.25,"."
"81",35540978058,1,0.25,"0.2"
"82",35540978058,2,0.25,"0.4"
"83",35540978058,3,0.375,"0.4"
"84",35540978058,4,0.125,"."
"85",36423834273,1,0.0434782608695652,"."
"86",36423834273,2,0.173913043478261,"0.125"
"87",36423834273,3,0.0869565217391304,"."
"88",36423834273,4,0.217391304347826,"0.125"
"89",36423834273,5,0.0869565217391304,"0.125"
"90",36423834273,6,0.173913043478261,"0.375"
"91",36423834273,8,0.0434782608695652,"0.125"
"92",36423834273,9,0.173913043478261,"0.125"
"93",36564498121,1,0.333333333333333,"."
"94",36564498121,2,0.333333333333333,"."
"95",36564498121,5,0.333333333333333,"."
"96",36910165248,1,0.512820512820513,"0.555555555555556"
"97",36910165248,2,0.0854700854700855,"0.0925925925925926"
"98",36910165248,3,0.0427350427350427,"0.0555555555555556"
"99",36910165248,4,0.094017094017094,"0.0740740740740741"
"100",36910165248,5,0.0854700854700855,"0.0740740740740741"
"101",36910165248,6,0.0170940170940171,"0.0185185185185185"
"102",36910165248,7,0.136752136752137,"0.12962962962963"
"103",36910165248,8,0.0256410256410256,"."
"104",36977369678,1,0.363636363636364,"."
"105",36977369678,4,0.454545454545455,"."
"106",36977369678,5,0.0909090909090909,"1"
"107",36977369678,6,0.0909090909090909,"."
"108",37443266749,1,0.666666666666667,"1"
"109",37443266749,7,0.333333333333333,"."
"110",37743375189,4,1,"."
"111",37994506504,1,0.106666666666667,"0.115384615384615"
"112",37994506504,2,0.12,"0.141025641025641"
"113",37994506504,3,0.0333333333333333,"0.0641025641025641"
"114",37994506504,4,0.16,"0.179487179487179"
"115",37994506504,5,0.1,"0.141025641025641"
"116",37994506504,6,0.08,"0.0769230769230769"
"117",37994506504,7,0.166666666666667,"0.0897435897435897"
"118",37994506504,8,0.113333333333333,"0.141025641025641"
"119",37994506504,9,0.12,"0.0512820512820513"
"120",38022677471,1,0.333333333333333,"."
"121",38022677471,2,0.111111111111111,"."
"122",38022677471,3,0.555555555555556,"1"
"123",38663832002,1,0.0583333333333333,"0.148936170212766"
"124",38663832002,2,0.0333333333333333,"0.0425531914893617"
"125",38663832002,3,0.133333333333333,"0.0638297872340425"
"126",38663832002,4,0.183333333333333,"0.191489361702128"
"127",38663832002,5,0.1,"0.0425531914893617"
"128",38663832002,6,0.2,"0.170212765957447"
"129",38663832002,7,0.15,"0.148936170212766"
"130",38663832002,8,0.075,"0.0851063829787234"
"131",38663832002,9,0.0666666666666667,"0.106382978723404"
"132",38708270318,3,0.105263157894737,"."
"133",38708270318,4,0.421052631578947,"0.4"
"134",38708270318,5,0.157894736842105,"0.2"
"135",38708270318,6,0.105263157894737,"."
"136",38708270318,7,0.105263157894737,"0.2"
"137",38708270318,8,0.0526315789473684,"."
"138",38708270318,9,0.0526315789473684,"0.2"
"139",38901415740,6,1,"1"
"140",39004731962,1,0.320261437908497,"."
"141",39004731962,2,0.189542483660131,"."
"142",39004731962,3,0.209150326797386,"."
"143",39004731962,4,0.169934640522876,"."
"144",39004731962,5,0.0326797385620915,"."
"145",39004731962,6,0.0784313725490196,"."
"146",39039652137,2,1,"."
"147",39237426326,1,0.104,"0.108108108108108"
"148",39237426326,2,0.232,"0.216216216216216"
"149",39237426326,3,0.352,"0.216216216216216"
"150",39237426326,4,0.208,"0.27027027027027"
"151",39237426326,5,0.104,"0.189189189189189"
"152",39319917547,1,0.333333333333333,"."
"153",39319917547,4,0.666666666666667,"."
"154",39506655577,3,0.666666666666667,"."
"155",39506655577,4,0.333333333333333,"."
"156",39715936876,10,1,"."
"157",40018763001,2,0.941176470588235,"."
"158",40018763001,6,0.0588235294117647,"."
"159",40175359932,1,0.888888888888889,"1"
"160",40175359932,2,0.111111111111111,"."
"161",40275639106,1,0.378378378378378,"."
"162",40275639106,2,0.189189189189189,"."
"163",40275639106,3,0.135135135135135,"."
"164",40275639106,4,0.0810810810810811,"0.5"
"165",40275639106,8,0.027027027027027,"."
"166",40275639106,9,0.189189189189189,"0.5"
"167",40452911197,1,0.25,"0.333333333333333"
"168",40452911197,3,0.25,"0.333333333333333"
"169",40452911197,5,0.25,"0.333333333333333"
"170",40452911197,8,0.25,"."
"171",40565901878,1,1,"1"
"172",41802068265,1,0.36,"0.309090909090909"
"173",41802068265,2,0.16,"0.2"
"174",41802068265,3,0.113333333333333,"0.109090909090909"
"175",41802068265,4,0.0733333333333333,"0.0545454545454545"
"176",41802068265,5,0.12,"0.163636363636364"
"177",41802068265,6,0.0733333333333333,"0.0727272727272727"
"178",41802068265,7,0.0266666666666667,"0.0363636363636364"
"179",41802068265,8,0.0333333333333333,"0.0181818181818182"
"180",41802068265,9,0.04,"0.0363636363636364"
"181",42395844697,1,0.278846153846154,"0.130434782608696"
"182",42395844697,2,0.0769230769230769,"0.0869565217391304"
"183",42395844697,3,0.00961538461538462,"0.0217391304347826"
"184",42395844697,4,0.0480769230769231,"0.0434782608695652"
"185",42395844697,5,0.0480769230769231,"0.0869565217391304"
"186",42395844697,6,0.0384615384615385,"0.0869565217391304"
"187",42395844697,7,0.0384615384615385,"0.0869565217391304"
"188",42395844697,8,0.461538461538462,"0.456521739130435"
"189",42468840454,1,0.307692307692308,"1"
"190",42468840454,2,0.692307692307692,"."
"191",42954867022,1,0.278145695364238,"0.26241134751773"
"192",42954867022,2,0.397350993377483,"0.390070921985816"
"193",42954867022,3,0.23841059602649,"0.25531914893617"
"194",42954867022,4,0.0662251655629139,"0.0709219858156028"
"195",42954867022,5,0.0198675496688742,"0.0212765957446809"
"196",43081453457,1,1,"."
"197",43452978184,5,1,"."
"198",43677158704,1,0.146341463414634,"."
"199",43677158704,2,0.024390243902439,"."
"200",43677158704,3,0.024390243902439,"."
"201",43677158704,4,0.0731707317073171,"."
"202",43677158704,5,0.341463414634146,"."
"203",43677158704,6,0.219512195121951,"."
"204",43677158704,7,0.0975609756097561,"."
"205",43677158704,9,0.0731707317073171,"."
"206",43733540866,1,0.146666666666667,"0.142857142857143"
"207",43733540866,2,0.193333333333333,"0.185714285714286"
"208",43733540866,3,0.0733333333333333,"0.0785714285714286"
"209",43733540866,4,0.193333333333333,"0.2"
"210",43733540866,5,0.0533333333333333,"0.0571428571428571"
"211",43733540866,6,0.06,"0.0571428571428571"
"212",43733540866,7,0.1,"0.107142857142857"
"213",43733540866,8,0.106666666666667,"0.0928571428571429"
"214",43733540866,9,0.0733333333333333,"0.0785714285714286"
"215",43736454825,1,0.113207547169811,"0.180722891566265"
"216",43736454825,2,0.0440251572327044,"0.0602409638554217"
"217",43736454825,3,0.0251572327044025,"0.0120481927710843"
"218",43736454825,4,0.138364779874214,"0.144578313253012"
"219",43736454825,5,0.389937106918239,"0.253012048192771"
"220",43736454825,6,0.169811320754717,"0.156626506024096"
"221",43736454825,7,0.0880503144654088,"0.144578313253012"
"222",43736454825,8,0.0125786163522013,"0.0240963855421687"
"223",43736454825,9,0.0188679245283019,"0.0240963855421687"
"224",43853759026,1,1,"."
"225",43859660891,1,1,"1"
"226",43943409767,1,0.166666666666667,"0.333333333333333"
"227",43943409767,2,0.25,"0.5"
"228",43943409767,3,0.166666666666667,"0.166666666666667"
"229",43943409767,5,0.166666666666667,"."
"230",43943409767,6,0.25,"."
"231",44021641588,1,0.625,"0.625"
"232",44021641588,2,0.0833333333333333,"."
"233",44021641588,3,0.0833333333333333,"."
"234",44021641588,4,0.0833333333333333,"0.25"
"235",44021641588,5,0.125,"0.125"
"236",44717295507,1,0.2,"0.272727272727273"
"237",44717295507,2,0.06,"0.0909090909090909"
"238",44717295507,4,0.14,"."
"239",44717295507,5,0.14,"0.0909090909090909"
"240",44717295507,6,0.1,"0.0909090909090909"
"241",44717295507,7,0.22,"0.272727272727273"
"242",44717295507,8,0.04,"0.0909090909090909"
"243",44717295507,9,0.1,"0.0909090909090909"
"244",44799642380,1,0.106666666666667,"0.136363636363636"
"245",44799642380,2,0.406666666666667,"0.409090909090909"
"246",44799642380,3,0.193333333333333,"0.25"
"247",44799642380,4,0.0866666666666667,"0.0909090909090909"
"248",44799642380,5,0.0533333333333333,"0.0227272727272727"
"249",44799642380,6,0.0266666666666667,"0.0454545454545455"
"250",44799642380,7,0.0533333333333333,"0.0454545454545455"
"251",44799642380,8,0.0533333333333333,"."
"252",44799642380,9,0.02,"."
"253",44929144235,1,1,"."
"254",45200287220,1,0.28,"0.183673469387755"
"255",45200287220,2,0.2,"0.204081632653061"
"256",45200287220,3,0.133333333333333,"0.163265306122449"
"257",45200287220,4,0.16,"0.204081632653061"
"258",45200287220,5,0.04,"0.0612244897959184"
"259",45200287220,6,0.0666666666666667,"0.0612244897959184"
"260",45200287220,7,0.0933333333333333,"0.102040816326531"
"261",45200287220,8,0.0133333333333333,"."
"262",45200287220,9,0.0133333333333333,"0.0204081632653061"
"263",45211975896,1,0.571428571428571,"0.571428571428571"
"264",45211975896,2,0.142857142857143,"0.142857142857143"
"265",45211975896,3,0.214285714285714,"0.142857142857143"
"266",45211975896,5,0.0714285714285714,"0.142857142857143"
"267",45219159638,1,0.6,"0.666666666666667"
"268",45219159638,5,0.4,"0.333333333333333"
"269",45311704883,1,0.333333333333333,"0.5"
"270",45311704883,4,0.333333333333333,"0.5"
"271",45311704883,5,0.333333333333333,"."
"272",45397562862,1,0.122222222222222,"."
"273",45397562862,2,0.122222222222222,"."
"274",45397562862,3,0.0444444444444444,"."
"275",45397562862,4,0.0333333333333333,"."
"276",45397562862,5,0.0444444444444444,"."
"277",45397562862,6,0.122222222222222,"."
"278",45397562862,7,0.111111111111111,"."
"279",45397562862,8,0.133333333333333,"."
"280",45397562862,9,0.266666666666667,"."
"281",45410114111,1,0.04,"0.0337078651685393"
"282",45410114111,2,0.246666666666667,"0.280898876404494"
"283",45410114111,3,0.0933333333333333,"0.123595505617978"
"284",45410114111,4,0.0533333333333333,"0.0674157303370786"
"285",45410114111,5,0.04,"0.0449438202247191"
"286",45410114111,6,0.133333333333333,"0.157303370786517"
"287",45410114111,7,0.126666666666667,"0.123595505617978"
"288",45410114111,8,0.0466666666666667,"0.0224719101123595"
"289",45410114111,9,0.22,"0.146067415730337"
"290",45651685437,1,1,"1"
"291",45677602242,1,0.0266666666666667,"0.0072992700729927"
"292",45677602242,2,0.113333333333333,"0.109489051094891"
"293",45677602242,4,0.08,"0.0875912408759124"
"294",45677602242,5,0.0466666666666667,"0.0510948905109489"
"295",45677602242,6,0.1,"0.0948905109489051"
"296",45677602242,7,0.16,"0.175182481751825"
"297",45677602242,8,0.166666666666667,"0.167883211678832"
"298",45677602242,9,0.306666666666667,"0.306569343065693"
"299",5.2009e+11,1,1,"."
"300",5.20454e+11,1,0.5,"."
"301",5.20454e+11,2,0.5,"."
"302",5.21001e+11,1,0.0397350993377483,"0.0714285714285714"
"303",5.21001e+11,2,0.0728476821192053,"."
"304",5.21001e+11,3,0.0927152317880795,"0.142857142857143"
"305",5.21001e+11,4,0.185430463576159,"0.19047619047619"
"306",5.21001e+11,5,0.28476821192053,"0.238095238095238"
"307",5.21001e+11,6,0.119205298013245,"0.166666666666667"
"308",5.21001e+11,7,0.0927152317880795,"0.0476190476190476"
"309",5.21001e+11,8,0.112582781456954,"0.142857142857143"
"310",5.21142e+11,1,1,"."
"311",5.21725e+11,1,0.197802197802198,"0.133333333333333"
"312",5.21725e+11,2,0.274725274725275,"0.266666666666667"
"313",5.21725e+11,3,0.10989010989011,"0.133333333333333"
"314",5.21725e+11,4,0.153846153846154,"0.2"
"315",5.21725e+11,5,0.0879120879120879,"."
"316",5.21725e+11,6,0.0769230769230769,"0.0666666666666667"
"317",5.21725e+11,7,0.021978021978022,"0.0666666666666667"
"318",5.21725e+11,8,0.0659340659340659,"0.0666666666666667"
"319",5.21725e+11,9,0.010989010989011,"0.0666666666666667"
"320",5.21985e+11,1,0.0559440559440559,"."
"321",5.21985e+11,2,0.496503496503497,"0.557377049180328"
"322",5.21985e+11,3,0.223776223776224,"0.262295081967213"
"323",5.21985e+11,4,0.160839160839161,"0.155737704918033"
"324",5.21985e+11,5,0.013986013986014,"."
"325",5.21985e+11,6,0.00699300699300699,"."
"326",5.21985e+11,8,0.013986013986014,"."
"327",5.21985e+11,9,0.027972027972028,"0.0245901639344262"
"328",5.22034e+11,1,0.144736842105263,"0.173913043478261"
"329",5.22034e+11,2,0.289473684210526,"0.434782608695652"
"330",5.22034e+11,3,0.144736842105263,"."
"331",5.22034e+11,4,0.0394736842105263,"0.0434782608695652"
"332",5.22034e+11,5,0.0921052631578947,"0.0869565217391304"
"333",5.22034e+11,6,0.0394736842105263,"0.0869565217391304"
"334",5.22034e+11,7,0.0394736842105263,"."
"335",5.22034e+11,8,0.184210526315789,"0.0869565217391304"
"336",5.22034e+11,9,0.0263157894736842,"0.0869565217391304"
"337",5.22086e+11,1,0.666666666666667,"1"
"338",5.22086e+11,7,0.333333333333333,"."
"339",5.22098e+11,2,1,"1"
"340",5.22145e+11,3,1,"."
"341",5.22179e+11,1,0.206666666666667,"0.0845070422535211"
"342",5.22179e+11,2,0.113333333333333,"0.0985915492957746"
"343",5.22179e+11,3,0.153333333333333,"0.253521126760563"
"344",5.22179e+11,4,0.173333333333333,"0.169014084507042"
"345",5.22179e+11,5,0.06,"0.0422535211267606"
"346",5.22179e+11,6,0.00666666666666667,"0.0140845070422535"
"347",5.22179e+11,7,0.08,"0.0845070422535211"
"348",5.22179e+11,8,0.04,"0.0563380281690141"
"349",5.22179e+11,9,0.166666666666667,"0.197183098591549"
"350",5.22607e+11,1,0.5,"0.5"
"351",5.22607e+11,8,0.5,"0.5"
"352",5.22683e+11,1,0.142857142857143,"0.142857142857143"
"353",5.22683e+11,2,0.0892857142857143,"."
"354",5.22683e+11,3,0.0535714285714286,"."
"355",5.22683e+11,4,0.178571428571429,"0.214285714285714"
"356",5.22683e+11,5,0.169642857142857,"0.142857142857143"
"357",5.22683e+11,6,0.0892857142857143,"0.142857142857143"
"358",5.22683e+11,7,0.116071428571429,"0.285714285714286"
"359",5.22683e+11,8,0.0803571428571429,"."
"360",5.22683e+11,9,0.0803571428571429,"0.0714285714285714"
"361",5.22687e+11,1,0.0352112676056338,"."
"362",5.22687e+11,2,0.21830985915493,"."
"363",5.22687e+11,3,0.161971830985915,"0.5"
"364",5.22687e+11,4,0.154929577464789,"."
"365",5.22687e+11,5,0.0704225352112676,"."
"366",5.22687e+11,6,0.119718309859155,"."
"367",5.22687e+11,7,0.112676056338028,"."
"368",5.22687e+11,8,0.0422535211267606,"."
"369",5.22687e+11,9,0.0845070422535211,"0.5"
"370",5.22701e+11,1,0.24,"0.125"
"371",5.22701e+11,2,0.206666666666667,"0.170454545454545"
"372",5.22701e+11,3,0.12,"0.113636363636364"
"373",5.22701e+11,4,0.106666666666667,"0.136363636363636"
"374",5.22701e+11,5,0.0466666666666667,"0.0681818181818182"
"375",5.22701e+11,6,0.0333333333333333,"0.0340909090909091"
"376",5.22701e+11,7,0.0933333333333333,"0.125"
"377",5.22701e+11,8,0.08,"0.125"
"378",5.22701e+11,9,0.0733333333333333,"0.102272727272727"
"379",5.22731e+11,1,0.111111111111111,"0.180327868852459"
"380",5.22731e+11,2,0.538461538461538,"0.508196721311475"
"381",5.22731e+11,3,0.11965811965812,"0.0819672131147541"
"382",5.22731e+11,4,0.0598290598290598,"0.0491803278688525"
"383",5.22731e+11,5,0.0256410256410256,"0.0163934426229508"
"384",5.22731e+11,6,0.0170940170940171,"0.0163934426229508"
"385",5.22731e+11,7,0.0170940170940171,"."
"386",5.22731e+11,8,0.0256410256410256,"0.0327868852459016"
"387",5.22731e+11,9,0.0854700854700855,"0.114754098360656"
"388",5.22744e+11,5,1,"."
"389",5.23084e+11,1,0.326666666666667,"0.333333333333333"
"390",5.23084e+11,2,0.413333333333333,"0.466666666666667"
"391",5.23084e+11,3,0.0733333333333333,"0.0666666666666667"
"392",5.23084e+11,4,0.0133333333333333,"0.0333333333333333"
"393",5.23084e+11,5,0.0866666666666667,"0.0333333333333333"
"394",5.23084e+11,6,0.04,"."
"395",5.23084e+11,7,0.04,"0.0666666666666667"
"396",5.23084e+11,9,0.00666666666666667,"."
"397",5.23372e+11,1,1,"."
"398",5.23777e+11,5,0.5,"1"
"399",5.23777e+11,6,0.5,"."
"400",5.24096e+11,1,1,"1"
"401",5.24166e+11,1,0.16,"0.032"
"402",5.24166e+11,2,0.253333333333333,"0.296"
"403",5.24166e+11,3,0.44,"0.528"
"404",5.24166e+11,4,0.04,"0.04"
"405",5.24166e+11,5,0.0133333333333333,"0.016"
"406",5.24166e+11,6,0.0333333333333333,"0.04"
"407",5.24166e+11,7,0.02,"0.024"
"408",5.24166e+11,8,0.02,"0.016"
"409",5.24166e+11,9,0.02,"0.008"
"410",5.24766e+11,1,0.0451127819548872,"0.0465116279069767"
"411",5.24766e+11,2,0.142857142857143,"0.131782945736434"
"412",5.24766e+11,3,0.0827067669172932,"0.0852713178294574"
"413",5.24766e+11,4,0.165413533834586,"0.170542635658915"
"414",5.24766e+11,5,0.120300751879699,"0.124031007751938"
"415",5.24766e+11,6,0.172932330827068,"0.170542635658915"
"416",5.24766e+11,7,0.075187969924812,"0.0775193798449612"
"417",5.24766e+11,8,0.0902255639097744,"0.0930232558139535"
"418",5.24766e+11,9,0.105263157894737,"0.10077519379845"
"419",5.24793e+11,1,1,"."
"420",5.25071e+11,1,0.5,"."
"421",5.25071e+11,4,0.166666666666667,"."
"422",5.25071e+11,5,0.166666666666667,"."
"423",5.25071e+11,6,0.166666666666667,"."
"424",5.25282e+11,3,1,"1"
"425",5.25401e+11,1,0.446666666666667,"."
"426",5.25401e+11,2,0.173333333333333,"0.125"
"427",5.25401e+11,3,0.0533333333333333,"."
"428",5.25401e+11,4,0.0466666666666667,"0.25"
"429",5.25401e+11,5,0.0333333333333333,"."
"430",5.25401e+11,6,0.0533333333333333,"0.5"
"431",5.25401e+11,7,0.0933333333333333,"0.125"
"432",5.25401e+11,8,0.06,"."
"433",5.25401e+11,9,0.04,"."
"434",5.25647e+11,1,0.25,"0.5"
"435",5.25647e+11,2,0.5,"0.5"
"436",5.25647e+11,6,0.25,"."
"437",5.26177e+11,1,0.173333333333333,"."
"438",5.26177e+11,2,0.36,"0.435483870967742"
"439",5.26177e+11,3,0.26,"0.314516129032258"
"440",5.26177e+11,4,0.126666666666667,"0.153225806451613"
"441",5.26177e+11,5,0.0266666666666667,"0.032258064516129"
"442",5.26177e+11,6,0.02,"0.0241935483870968"
"443",5.26177e+11,7,0.02,"0.0241935483870968"
"444",5.26177e+11,8,0.0133333333333333,"0.0161290322580645"
"445",5.26297e+11,1,0.21875,"."
"446",5.26297e+11,2,0.1875,"."
"447",5.26297e+11,3,0.0625,"."
"448",5.26297e+11,4,0.09375,"."
"449",5.26297e+11,5,0.03125,"."
"450",5.26297e+11,6,0.0625,"."
"451",5.26297e+11,7,0.09375,"."
"452",5.26297e+11,8,0.15625,"."
"453",5.26297e+11,9,0.09375,"."
