"","item_id","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","price_ref_adjgift","bundle_add_on","price_ref_rel","num_of_acc_rel","premium","premium_percent","ind_firstbundle_noacc","premrel1","Author","diff"
"74",20728727154,8,16,16,10,10,5,5,1,0,4500,1060,845,1142,1060,16,82,0.0182222222222222,TRUE,347,"suyang",15
"75",23896264169,1,9,8,3,3,6,6,0,1,3350,395,345,200,395,9,-195,-0.0582089552238806,TRUE,0,NA,0
"76",23896264169,2,11,10,4,4,9,9,0,1,3450,560,410,300,560,11,-260,-0.0753623188405797,TRUE,-65,"suyang",4
"77",23896264169,3,10,9,3,3,8,8,0,1,3450,515,365,300,515,10,-215,-0.0623188405797101,TRUE,-20,"suyang",5
"78",23896264169,3,10,9,3,3,8,8,0,1,3450,515,365,300,515,10,-215,-0.0623188405797101,TRUE,-20,"suyang",7
"79",23896264169,4,12,11,4,4,10,10,0,1,3550,635,465,400,635,12,-235,-0.0661971830985915,TRUE,-40,NA,0
"80",23896264169,5,13,12,5,5,11,11,1,1,3650,620,450,500,620,13,-120,-0.0328767123287671,TRUE,75,"suyang",8
"81",23896264169,6,13,12,5,5,11,11,1,1,3800,900,730,650,900,13,-250,-0.0657894736842105,TRUE,-55,"suyang",10
"82",23896264169,7,13,12,5,5,11,11,1,1,3920,958,788,770,958,13,-188,-0.0479591836734694,TRUE,7,"suyang",10
"83",23896264169,8,13,12,6,6,11,11,1,1,4050,1058,988,900,1058,13,-158,-0.0390123456790123,TRUE,37,"suyang",10
"84",23924620234,1,23,23,9,9,5,5,0,0,3500,520,260,100,520,23,-420,-0.12,TRUE,0,NA,0
"85",23924620234,2,32,32,18,18,8,8,0,0,3540,1170,910,140,1170,32,-1030,-0.290960451977401,TRUE,-610,"suyang",9
"86",23924620234,3,34,34,20,20,10,10,0,0,3580,1310,1050,180,1310,34,-1130,-0.315642458100559,TRUE,-710,"suyang",11
"87",23924620234,3,34,34,20,20,10,10,0,0,3580,1310,1050,180,1310,34,-1130,-0.315642458100559,TRUE,-710,"suyang",19
"88",23924620234,4,40,40,23,23,16,16,2,0,3680,1643,1283,280,1643,40,-1363,-0.370380434782609,TRUE,-943,NA,0
"89",23924620234,5,40,40,23,23,16,16,2,0,3720,1663,1303,320,1663,40,-1343,-0.361021505376344,TRUE,-923,"suyang",19
"90",23924620234,6,40,40,23,23,16,16,2,0,3760,1733,1373,360,1733,40,-1373,-0.365159574468085,TRUE,-953,"suyang",19
"91",23969324559,1,13,13,9,9,5,5,0,0,3100,365,260,275,365,13,-90,-0.0290322580645161,TRUE,0,NA,0
"92",23969324559,2,16,16,12,12,5,5,0,0,3160,645,540,335,645,16,-310,-0.0981012658227848,TRUE,-220,"suyang",7
"93",23969324559,3,18,18,14,14,7,7,0,0,3180,715,610,355,715,18,-360,-0.113207547169811,TRUE,-270,"suyang",9
"94",23969324559,3,18,18,14,14,7,7,0,0,3180,715,610,355,715,18,-360,-0.113207547169811,TRUE,-270,"suyang",13
"95",23969324559,4,20,20,15,15,9,9,0,0,3240,893,758,415,893,20,-478,-0.147530864197531,TRUE,-388,NA,0
"96",23969324559,5,20,20,15,15,9,9,0,0,3330,918,783,505,918,20,-413,-0.124024024024024,TRUE,-323,"suyang",13
"97",23969324559,6,20,20,15,15,9,9,0,0,3330,918,783,505,918,20,-413,-0.124024024024024,TRUE,-323,"suyang",13
"98",23969324559,7,20,20,15,15,9,9,0,0,3390,918,783,565,918,20,-353,-0.104129793510324,TRUE,-263,"suyang",13
"99",23969324559,8,20,20,15,15,9,9,0,0,3480,918,783,655,918,20,-263,-0.0755747126436782,TRUE,-173,"suyang",13
"100",24291960195,1,4,4,4,4,4,4,0,0,5030,112,112,931,112,4,819,0.162823061630219,TRUE,0,NA,0
"101",24291960195,2,5,5,5,5,5,5,0,0,5130,158,158,1031,158,5,873,0.170175438596491,TRUE,54,"suyang",3
"102",24291960195,3,7,7,7,7,6,6,0,0,5250,268,268,1151,268,7,883,0.168190476190476,TRUE,64,"suyang",7
"103",24291960195,3,7,7,7,7,6,6,0,0,5250,268,268,1151,268,7,883,0.168190476190476,TRUE,64,"suyang",7
"104",24291960195,4,7,7,7,7,6,6,1,0,5470,288,288,1371,288,7,1083,0.197989031078611,TRUE,264,NA,0
"105",24291960195,5,7,7,7,7,6,6,0,0,5450,498,498,1351,498,7,853,0.15651376146789,TRUE,34,"suyang",7
"106",24291960195,6,7,7,7,7,6,6,0,0,5510,520,520,1411,520,7,891,0.161705989110708,TRUE,72,"suyang",7
"107",24291960195,7,7,7,7,7,6,6,1,0,5730,540,540,1631,540,7,1091,0.190401396160558,TRUE,272,"suyang",7
"108",24319152517,1,5,5,5,5,0,0,1,0,3598,280,280,250,280,5,-30,-0.00833796553640912,TRUE,0,NA,0
"109",24319152517,2,7,7,7,7,0,0,1,0,3798,325,325,450,325,7,125,0.0329120589784097,TRUE,155,"suyang",4
"110",24319152517,3,11,11,11,11,0,0,0,0,4098,908,908,750,908,11,-158,-0.038555392874573,TRUE,-128,"suyang",12
"111",24319152517,3,11,11,11,11,0,0,0,0,4098,908,908,750,908,11,-158,-0.038555392874573,TRUE,-128,"suyang",12
"112",24319152517,4,11,11,11,11,0,0,0,0,4298,808,808,950,808,11,142,0.0330386226151698,TRUE,172,NA,0
"113",24319152517,5,12,12,12,12,0,0,0,0,4598,963,963,1250,963,12,287,0.0624184428012179,TRUE,317,"suyang",13
"114",24596036343,1,10,10,5,5,4,4,1,0,3259,260,165,210,260,10,-50,-0.0153421294875729,TRUE,0,NA,0
"115",24596036343,2,12,12,7,7,6,6,1,0,3319,340,245,270,340,12,-70,-0.0210906899668575,TRUE,-20,"suyang",2
"116",24596036343,3,13,13,8,8,7,7,1,0,3479,380,285,430,380,13,50,0.0143719459614832,TRUE,100,"suyang",5
"117",24596036343,3,13,13,8,8,7,7,1,0,3479,380,285,430,380,13,50,0.0143719459614832,TRUE,100,"suyang",8
"118",24596036343,4,14,14,9,9,7,7,1,1,3599,440,345,550,440,14,110,0.0305640455682134,TRUE,160,NA,0
"119",24596036343,5,14,14,9,9,7,7,1,2,3799,315,220,750,315,14,435,0.114503816793893,TRUE,485,"suyang",8
"120",24596036343,6,15,15,10,10,8,8,1,2,4049,495,400,1000,495,15,505,0.124722153618177,TRUE,555,"suyang",9
"121",24596036343,7,16,16,11,11,9,9,1,0,3839,705,610,790,705,16,85,0.0221411825996353,TRUE,135,"suyang",8
"122",24596036343,8,17,17,12,12,9,9,1,2,4149,665,570,1100,665,17,435,0.104844540853218,TRUE,485,"suyang",11
"123",25673844634,1,11,10,6,5,3,2,1,2,0,295,240,0,295,11,-295,-Inf,TRUE,0,NA,0
"124",25673844634,2,17,15,6,5,3,2,1,3,0,420,235,0,420,17,-420,-Inf,TRUE,-125,"suyang",8
"125",25673844634,3,17,15,6,5,3,2,1,3,0,440,255,0,440,17,-440,-Inf,TRUE,-145,"suyang",8
"126",25673844634,3,17,15,6,5,3,2,1,3,0,440,255,0,440,17,-440,-Inf,TRUE,-145,"suyang",8
"127",25673844634,4,17,15,6,5,3,2,1,3,0,590,405,0,590,17,-590,-Inf,TRUE,-295,NA,0
"128",26519380192,1,14,14,7,7,8,8,0,2,3490,238,160,230,238,14,-8,-0.00229226361031519,TRUE,0,NA,0
"129",26519380192,2,15,15,8,8,9,9,0,2,3600,268,190,340,268,15,72,0.02,TRUE,80,"suyang",3
"130",26519380192,3,15,15,8,8,9,9,0,1,3710,408,330,450,408,15,42,0.0113207547169811,TRUE,50,"suyang",5
"131",26519380192,3,15,15,8,8,9,9,0,1,3710,408,330,450,408,15,42,0.0113207547169811,TRUE,50,"suyang",9
"132",26519380192,4,15,15,8,8,9,9,1,1,3820,408,330,560,408,15,152,0.0397905759162304,TRUE,160,NA,0
"133",26519380192,5,17,17,10,10,10,10,1,1,3930,618,540,670,618,17,52,0.0132315521628499,TRUE,60,"suyang",11
"134",26519380192,6,17,17,10,10,10,10,1,1,4140,888,810,880,888,17,-8,-0.00193236714975845,TRUE,0,"suyang",11
"135",26519380192,7,17,17,10,10,10,10,1,1,4640,1018,940,1380,1018,17,362,0.0780172413793103,TRUE,370,"suyang",11
"136",27462844289,1,12,12,4,4,6,6,2,1,3220,516,305,160,516,11,-356,-0.11055900621118,FALSE,0,NA,0
"137",27462844289,2,12,12,4,4,6,6,2,1,3260,506,295,200,506,11,-306,-0.0938650306748466,FALSE,50,"suyang",4
"138",27462844289,3,13,13,5,5,7,7,3,1,3460,611,400,400,611,12,-211,-0.0609826589595376,FALSE,145,"suyang",3
"139",27462844289,3,13,13,5,5,7,7,3,1,3460,611,400,400,611,12,-211,-0.0609826589595376,FALSE,145,"suyang",3
"140",27462844289,4,13,13,5,5,7,7,3,1,3540,631,420,480,631,12,-151,-0.0426553672316384,FALSE,205,NA,0
"141",27462844289,5,15,15,7,7,9,9,3,1,3960,851,640,900,851,14,49,0.0123737373737374,FALSE,405,"suyang",7
"142",27462844289,6,15,15,7,7,9,9,3,1,4040,871,660,980,871,14,109,0.026980198019802,FALSE,465,"suyang",7
"143",35540978058,1,9,9,3,3,2,2,0,0,3128,355,135,130,325,8,-195,-0.0623401534526854,FALSE,0,NA,0
"144",35540978058,2,11,11,5,5,4,4,0,0,3338,630,410,340,600,10,-260,-0.0778909526662672,FALSE,-65,"suyang",4
"145",35540978058,3,12,12,6,6,5,5,0,1,3448,630,410,450,600,11,-150,-0.0435034802784223,FALSE,45,"suyang",5
"146",35540978058,3,12,12,6,6,5,5,0,1,3448,630,410,450,600,11,-150,-0.0435034802784223,FALSE,45,"suyang",5
"147",35540978058,4,12,12,6,6,5,5,0,1,3598,622,402,600,592,11,8,0.00222345747637576,FALSE,203,NA,0
"148",35540978058,5,12,12,6,6,5,5,1,0,3798,847,627,800,817,11,-17,-0.00447604002106372,FALSE,178,"suyang",5
"149",35674260254,1,13,13,11,11,2,2,1,0,2900,450,340,190,450,13,-260,-0.0896551724137931,TRUE,0,NA,0
"150",35674260254,2,13,13,11,11,2,2,1,0,2930,463,353,220,463,13,-243,-0.0829351535836177,TRUE,17,"suyang",2
"151",35674260254,3,13,13,11,11,2,2,1,0,2970,458,348,260,458,13,-198,-0.0666666666666667,TRUE,62,"suyang",2
"152",35674260254,3,13,13,11,11,2,2,1,0,2970,458,348,260,458,13,-198,-0.0666666666666667,TRUE,62,"suyang",2
"153",35674260254,4,13,13,11,11,2,2,1,0,3050,478,368,340,478,13,-138,-0.0452459016393443,TRUE,122,NA,0
"154",35674260254,5,14,14,12,12,2,2,2,0,3090,538,428,380,538,14,-158,-0.0511326860841424,TRUE,102,"suyang",3
"155",35674260254,6,14,14,12,12,2,2,2,0,3170,533,423,460,533,14,-73,-0.0230283911671924,TRUE,187,"suyang",3
"156",35674260254,7,14,14,12,12,2,2,2,0,3210,553,443,500,553,14,-53,-0.0165109034267913,TRUE,207,"suyang",3
"157",35674260254,8,17,17,12,12,2,2,2,0,3250,663,443,540,663,17,-123,-0.0378461538461538,TRUE,137,"suyang",6
"158",36513357018,1,1,1,1,1,1,1,0,0,2500,110,110,-450,110,1,-560,-0.224,TRUE,0,NA,0
"159",36513357018,2,12,12,12,12,3,3,1,0,3100,442,442,150,442,12,-292,-0.0941935483870968,TRUE,268,"suyang",11
"160",36513357018,3,13,13,13,13,4,4,1,0,3200,755,755,250,755,13,-505,-0.1578125,TRUE,55,"suyang",12
"161",36513357018,3,13,13,13,13,4,4,1,0,3200,755,755,250,755,13,-505,-0.1578125,TRUE,55,"suyang",12
"162",36513357018,4,13,13,13,13,4,4,1,0,3250,750,750,300,750,13,-450,-0.138461538461538,TRUE,110,NA,0
"163",36513357018,5,13,13,13,13,4,4,1,0,3300,770,770,350,770,13,-420,-0.127272727272727,TRUE,140,"suyang",12
"164",36574928690,1,12,12,12,12,2,2,0,0,2960,230,230,100,230,12,-130,-0.0439189189189189,TRUE,0,NA,0
"165",36574928690,2,16,16,16,16,2,2,0,0,3040,490,490,180,490,16,-310,-0.101973684210526,TRUE,-180,"suyang",2
"166",36574928690,3,18,18,18,18,3,3,2,0,3150,1130,1130,290,1130,18,-840,-0.266666666666667,TRUE,-710,"suyang",7
"167",36574928690,3,18,18,18,18,3,3,2,0,3150,1130,1130,290,1130,18,-840,-0.266666666666667,TRUE,-710,"suyang",8
"168",36574928690,4,18,18,18,18,3,3,2,0,3260,1250,1250,400,1250,18,-850,-0.260736196319018,TRUE,-720,NA,0
"169",36574928690,5,18,18,18,18,3,3,2,0,3380,1250,1250,520,1250,18,-730,-0.215976331360947,TRUE,-600,"suyang",8
"170",36613205733,1,16,16,8,8,6,6,0,2,2999,390,275,150,390,16,-240,-0.0800266755585195,TRUE,0,NA,0
"171",36613205733,2,18,18,15,15,6,6,0,2,3059,470,390,210,470,18,-260,-0.084995096436744,TRUE,-20,"suyang",6
"172",36613205733,3,19,19,16,16,7,7,0,2,3139,550,470,290,550,19,-260,-0.0828289264096846,TRUE,-20,"suyang",7
"173",36613205733,3,19,19,16,16,7,7,0,2,3139,550,470,290,550,19,-260,-0.0828289264096846,TRUE,-20,"suyang",9
"174",36613205733,4,21,21,18,18,7,7,0,2,3239,630,550,390,630,21,-240,-0.0740969435010806,TRUE,0,NA,0
"175",36613205733,5,22,22,19,19,8,8,0,2,3459,1028,848,610,1028,22,-418,-0.120844174616941,TRUE,-178,"suyang",12
"176",36613205733,6,23,23,20,20,9,9,0,2,3589,1113,933,740,1113,23,-373,-0.10392867093898,TRUE,-133,"suyang",13
"177",36910165248,1,7,6,6,5,0,0,0,1,3078,175,165,220,175,7,45,0.0146198830409357,TRUE,0,NA,0
"178",36910165248,2,7,6,6,5,0,0,0,1,3118,180,170,260,180,7,80,0.0256574727389352,TRUE,35,"suyang",2
"179",36910165248,3,12,10,11,9,0,0,0,2,3228,445,435,370,445,12,-75,-0.0232342007434944,TRUE,-120,"suyang",5
"180",36910165248,3,12,10,11,9,0,0,0,2,3228,445,435,370,445,12,-75,-0.0232342007434944,TRUE,-120,"suyang",7
"181",36910165248,4,12,10,11,9,0,0,0,2,3268,450,440,410,450,12,-40,-0.0122399020807834,TRUE,-85,NA,0
"182",36910165248,5,12,10,11,9,0,0,0,2,3358,475,465,500,475,12,25,0.00744490768314473,TRUE,-20,"suyang",7
"183",36910165248,6,14,12,13,11,1,1,0,2,3418,550,540,560,550,14,10,0.00292568753657109,TRUE,-35,"suyang",9
"184",36910165248,7,14,12,13,11,1,1,0,2,3508,575,565,650,575,14,75,0.0213797035347777,TRUE,30,"suyang",9
"185",36910165248,8,16,14,15,13,1,1,0,2,3588,725,715,730,725,16,5,0.00139353400222965,TRUE,-40,"suyang",11
"186",36982442137,1,21,21,13,13,0,0,0,0,3568.28571428571,819,661,240.285714285714,819,21,-578.714285714286,-0.162182720794299,TRUE,0,NA,0
"187",36982442137,2,21,21,13,13,0,0,0,0,3626.85714285714,939,781,298.857142857143,939,21,-640.142857142857,-0.176500708996376,TRUE,-61.4285714285716,"suyang",8
"188",36982442137,3,22,22,12,12,0,0,1,1,3710,1064,896,382,1064,22,-682,-0.183827493261456,TRUE,-103.285714285714,"suyang",15
"189",36982442137,3,22,22,12,12,0,0,1,1,3710,1064,896,382,1064,22,-682,-0.183827493261456,TRUE,-103.285714285714,"suyang",18
"190",36982442137,4,10,10,7,7,0,0,0,0,3756,480,440,428,480,10,-52,-0.0138445154419595,TRUE,526.714285714286,NA,0
"191",36982442137,5,14,13,11,10,0,0,0,1,3856,470,390,528,470,14,58,0.0150414937759336,TRUE,636.714285714286,"suyang",22
"192",36982442137,6,14,13,11,10,0,0,0,1,3916,490,455,588,490,14,98,0.0250255362614913,TRUE,676.714285714286,"suyang",22
"193",36982442137,7,14,13,11,10,0,0,0,1,4136,490,455,808,490,14,318,0.0768858800773694,TRUE,896.714285714286,"suyang",22
"194",37241107923,1,5,5,5,5,1,1,0,0,2750,350,350,70,350,5,-280,-0.101818181818182,TRUE,0,NA,0
"195",37241107923,2,6,6,6,6,2,2,0,0,2840,415,415,160,415,6,-255,-0.0897887323943662,TRUE,25,"suyang",3
"196",37443266749,1,16,14,3,1,2,2,0,2,3565,450,35,285,450,16,-165,-0.0462833099579243,TRUE,0,NA,0
"197",37443266749,2,16,14,3,1,2,2,0,2,3596,445,30,316,445,16,-129,-0.03587319243604,TRUE,36,"suyang",2
"198",37443266749,3,16,14,3,1,2,2,0,2,3645,465,50,365,465,16,-100,-0.0274348422496571,TRUE,65,"suyang",2
"199",37443266749,3,16,14,3,1,2,2,0,2,3645,465,50,365,465,16,-100,-0.0274348422496571,TRUE,65,"suyang",1
"200",37443266749,4,17,15,3,1,2,2,0,2,3625,510,35,345,510,17,-165,-0.0455172413793103,TRUE,0,NA,0
"201",37443266749,5,17,15,3,1,2,2,0,2,3655,505,30,375,505,17,-130,-0.0355677154582763,TRUE,35,"suyang",3
"202",37443266749,6,17,15,3,1,2,2,0,2,3705,525,50,425,525,17,-100,-0.0269905533063428,TRUE,65,"suyang",3
"203",37745552927,1,6,6,4,4,0,0,0,0,3508,245,215,210,245,6,-35,-0.00997719498289624,TRUE,0,NA,0
"204",37745552927,2,9,9,6,6,1,1,0,0,3678,335,300,380,335,9,45,0.0122349102773246,TRUE,80,"suyang",5
"205",37745552927,3,11,11,7,7,2,2,0,0,3878,540,445,580,540,11,40,0.0103145951521403,TRUE,75,"suyang",7
"206",37745552927,3,11,11,7,7,2,2,0,0,3878,540,445,580,540,11,40,0.0103145951521403,TRUE,75,"suyang",11
"207",37745552927,4,15,15,10,10,2,2,1,0,4128,725,620,830,725,15,105,0.0254360465116279,TRUE,140,NA,0
"208",37745552927,5,8,8,5,5,2,2,1,0,4538,0,0,1240,0,8,1240,0.273248126928162,TRUE,1275,"suyang",4
"209",37870465778,1,5,5,0,0,0,0,0,0,2830,350,0,80,350,5,-270,-0.0954063604240283,TRUE,0,NA,0
