Author,ItemID(LIsting_id),bundle_index,diff
suyang,20167630571,"(3,4)",4
suyang,20167630571,"(4,5)",2
suyang,20167630571, ,bundle_index = 6 does not exist
suyang,20167630571, ,bundle_index = 6 does not exist
suyang,20167630571, ,bundle_index = 7 does not exist
suyang,27462844289,"(2,3)",3
suyang,27462844289,"(3,4)",2
suyang,27462844289,"(4,5)",6
suyang,27462844289,"(5,6)",2
suyang,27462844289, ,bundle_index = 7 does not exist
suyang,27462844289, ,bundle_index = 7 does not exist
suyang,36910165248,"(2,3)",7
suyang,36910165248,"(3,4)",2
suyang,36910165248,"(4,5)",2
suyang,36910165248,"(5,6)",6
suyang,36910165248,"(6,7)",2
suyang,36910165248,"(7,8)",2
suyang,37994506504,"(2,3)",2
suyang,37994506504,"(3,4)",4
suyang,37994506504,"(4,5)",5
suyang,37994506504,"(5,6)",3
suyang,37994506504,"(6,7)",2
suyang,37994506504,"(7,8)",4
suyang,38663832002,"(2,3)",2
suyang,38663832002,"(3,4)",4
suyang,38663832002,"(4,5)",5
suyang,38663832002,"(5,6)",3
suyang,38663832002,"(6,7)",2
suyang,38663832002,"(7,8)",4
suyang,39237426326,"(2,3)",2
suyang,39237426326,"(3,4)",2
suyang,39237426326, ,bundle_index = 5 does not exist
suyang,39237426326, ,bundle_index = 5 does not exist
suyang,39237426326, ,bundle_index = 6 does not exist
suyang,39237426326, ,bundle_index = 7 does not exist
suyang,41802068265,"(2,3)",7
suyang,41802068265,"(3,4)",4
suyang,41802068265,"(4,5)",2
suyang,41802068265,"(5,6)",15
suyang,41802068265,"(6,7)",16
suyang,41802068265,"(7,8)",3
suyang,43168072227,"(2,3)",4
suyang,43168072227,"(3,4)",9
suyang,43168072227,"(4,5)",2
suyang,43168072227,"(5,6)",2
suyang,43168072227,"(6,7)",7
suyang,43168072227,"(7,8)",2
suyang,43736454825,"(2,3)",4
suyang,43736454825,"(3,4)",4
suyang,43736454825,"(4,5)",2
suyang,43736454825,"(5,6)",3
suyang,43736454825,"(6,7)",2
suyang,43736454825,"(7,8)",4
suyang,44231886556,"(2,3)",9
suyang,44231886556,"(3,4)",7
suyang,44231886556, ,bundle_index = 5 does not exist
suyang,44231886556, ,bundle_index = 5 does not exist
suyang,44231886556, ,bundle_index = 6 does not exist
suyang,44231886556, ,bundle_index = 7 does not exist
suyang,44799642380,"(2,3)",2
suyang,44799642380,"(3,4)",2
suyang,44799642380,"(4,5)",7
suyang,44799642380,"(5,6)",2
suyang,44799642380,"(6,7)",2
suyang,44799642380,"(7,8)",2
suyang,45293052304,"(2,3)",2
suyang,45293052304,"(3,4)",5
suyang,45293052304,"(4,5)",2
suyang,45293052304,"(5,6)",2
suyang,45293052304, ,bundle_index = 7 does not exist
suyang,45293052304, ,bundle_index = 7 does not exist
suyang,45410114111,"(2,3)",2
suyang,45410114111,"(3,4)",4
suyang,45410114111,"(4,5)",4
suyang,45410114111,"(5,6)",7
suyang,45410114111,"(6,7)",4
suyang,45410114111,"(7,8)",2
suyang,522145128789,"(2,3)",2
suyang,522145128789,"(3,4)",3
suyang,522145128789,"(4,5)",2
suyang,522145128789,"(5,6)",2
suyang,522145128789,"(6,7)",4
suyang,522145128789,"(7,8)",2
suyang,523084126902,"(2,3)",3
suyang,523084126902,"(3,4)",0
suyang,523084126902,"(4,5)",2
suyang,523084126902,"(5,6)",2
suyang,523084126902,"(6,7)",4
suyang,523084126902,"(7,8)",2
suyang,18820622609,"(2,3)",4
suyang,18820622609, ,bundle_index = 4 does not exist
suyang,18820622609, ,bundle_index = 4 does not exist
suyang,18820622609, ,bundle_index = 5 does not exist
suyang,18820622609, ,bundle_index = 6 does not exist
suyang,18820622609, ,bundle_index = 7 does not exist
suyang,20186366493,"(2,3)",2
suyang,20186366493,"(3,4)",4
suyang,20186366493,"(4,5)",3
suyang,20186366493,"(5,6)",2
suyang,20186366493,"(6,7)",4
suyang,20186366493,"(7,8)",2
suyang,20373091017,"(2,3)",2
suyang,20373091017, ,bundle_index = 4 does not exist
suyang,20373091017, ,bundle_index = 4 does not exist
suyang,20373091017, ,bundle_index = 5 does not exist
suyang,20373091017, ,bundle_index = 6 does not exist
suyang,20373091017, ,bundle_index = 7 does not exist
suyang,20728727154,"(2,3)",6
suyang,20728727154,"(3,4)",5
suyang,20728727154,"(4,5)",8
suyang,20728727154,"(5,6)",4
suyang,20728727154,"(6,7)",6
suyang,20728727154,"(7,8)",6
suyang,23896264169,"(2,3)",5
suyang,23896264169,"(3,4)",2
suyang,23896264169,"(4,5)",5
suyang,23896264169,"(5,6)",4
suyang,23896264169,"(6,7)",4
suyang,23896264169,"(7,8)",2
suyang,24319152517,"(2,3)",8
suyang,24319152517,"(3,4)",6
suyang,24319152517,"(4,5)",1
suyang,24319152517, ,bundle_index = 6 does not exist
suyang,24319152517, ,bundle_index = 6 does not exist
suyang,24319152517, ,bundle_index = 7 does not exist
suyang,35674260254,"(2,3)",2
suyang,35674260254,"(3,4)",2
suyang,35674260254,"(4,5)",3
suyang,35674260254,"(5,6)",2
suyang,35674260254,"(6,7)",2
suyang,35674260254,"(7,8)",3
suyang,36982442137,"(2,3)",11
suyang,36982442137,"(3,4)",11
suyang,36982442137,"(4,5)",12
suyang,36982442137,"(5,6)",2
suyang,36982442137,"(6,7)",4
suyang,36982442137, ,bundle_index = 8 does not exist
suyang,37745552927,"(2,3)",4
suyang,37745552927,"(3,4)",6
suyang,37745552927,"(4,5)",15
suyang,37745552927, ,bundle_index = 6 does not exist
suyang,37745552927, ,bundle_index = 6 does not exist
suyang,37745552927, ,bundle_index = 7 does not exist
suyang,37870465778, ,bundle_index = 2 does not exist
suyang,37870465778, ,bundle_index = 3 does not exist
suyang,37870465778, ,bundle_index = 4 does not exist
suyang,37870465778, ,bundle_index = 5 does not exist
suyang,37870465778, ,bundle_index = 6 does not exist
suyang,37870465778, ,bundle_index = 7 does not exist
suyang,40112687054, ,bundle_index = 2 does not exist
suyang,40112687054, ,bundle_index = 3 does not exist
suyang,40112687054, ,bundle_index = 4 does not exist
suyang,40112687054, ,bundle_index = 5 does not exist
suyang,40112687054, ,bundle_index = 6 does not exist
suyang,40112687054, ,bundle_index = 7 does not exist
suyang,40148868087,"(2,3)",2
suyang,40148868087,"(3,4)",4
suyang,40148868087,"(4,5)",2
suyang,40148868087,"(5,6)",2
suyang,40148868087,"(6,7)",2
suyang,40148868087, ,bundle_index = 8 does not exist
suyang,40175359932,"(2,3)",2
suyang,40175359932,"(3,4)",3
suyang,40175359932,"(4,5)",2
suyang,40175359932,"(5,6)",2
suyang,40175359932,"(6,7)",2
suyang,40175359932, ,bundle_index = 8 does not exist
suyang,42981617542,"(2,3)",3
suyang,42981617542,"(3,4)",5
suyang,42981617542,"(4,5)",4
suyang,42981617542,"(5,6)",3
suyang,42981617542,"(6,7)",9
suyang,42981617542,"(7,8)",9
suyang,43265715666, ,bundle_index = 2 does not exist
suyang,43265715666, ,bundle_index = 3 does not exist
suyang,43265715666, ,bundle_index = 4 does not exist
suyang,43265715666, ,bundle_index = 5 does not exist
suyang,43265715666, ,bundle_index = 6 does not exist
suyang,43265715666, ,bundle_index = 7 does not exist
suyang,44069100271,"(2,3)",2
suyang,44069100271,"(3,4)",3
suyang,44069100271,"(4,5)",2
suyang,44069100271,"(5,6)",2
suyang,44069100271,"(6,7)",2
suyang,44069100271,"(7,8)",2
suyang,521142166658, ,bundle_index = 2 does not exist
suyang,521142166658, ,bundle_index = 3 does not exist
suyang,521142166658, ,bundle_index = 4 does not exist
suyang,521142166658, ,bundle_index = 5 does not exist
suyang,521142166658, ,bundle_index = 6 does not exist
suyang,521142166658, ,bundle_index = 7 does not exist
suyang,522086451970,"(2,3)",2
suyang,522086451970,"(3,4)",2
suyang,522086451970,"(4,5)",2
suyang,522086451970,"(5,6)",2
suyang,522086451970, ,bundle_index = 7 does not exist
suyang,522086451970, ,bundle_index = 7 does not exist
suyang,522743875767,"(2,3)",2
suyang,522743875767,"(3,4)",2
suyang,522743875767,"(4,5)",3
suyang,522743875767,"(5,6)",2
suyang,522743875767,"(6,7)",2
suyang,522743875767,"(7,8)",2
suyang,42681494957,"(2,3)",4
suyang,42681494957,"(3,4)",8
suyang,42681494957,"(4,5)",2
suyang,42681494957, ,bundle_index = 6 does not exist
suyang,42681494957, ,bundle_index = 6 does not exist
suyang,42681494957, ,bundle_index = 7 does not exist
suyang,37443266749,"(2,3)",2
suyang,37443266749,"(3,4)",3
suyang,37443266749,"(4,5)",2
suyang,37443266749,"(5,6)",2
suyang,37443266749, ,bundle_index = 7 does not exist
suyang,37443266749, ,bundle_index = 7 does not exist
suyang,43452978184,"(2,3)",2
suyang,43452978184,"(3,4)",3
suyang,43452978184, ,bundle_index = 5 does not exist
suyang,43452978184, ,bundle_index = 5 does not exist
suyang,43452978184, ,bundle_index = 6 does not exist
suyang,43452978184, ,bundle_index = 7 does not exist
suyang,25673844634,"(2,3)",2
suyang,25673844634,"(3,4)",2
suyang,25673844634, ,bundle_index = 5 does not exist
suyang,25673844634, ,bundle_index = 5 does not exist
suyang,25673844634, ,bundle_index = 6 does not exist
suyang,25673844634, ,bundle_index = 7 does not exist
suyang,23924620234,"(2,3)",6
suyang,23924620234,"(3,4)",12
suyang,23924620234,"(4,5)",4
suyang,23924620234,"(5,6)",2
suyang,23924620234, ,bundle_index = 7 does not exist
suyang,23924620234, ,bundle_index = 7 does not exist
suyang,40452911197,"(2,3)",2
suyang,40452911197,"(3,4)",2
suyang,40452911197,"(4,5)",7
suyang,40452911197,"(5,6)",2
suyang,40452911197,"(6,7)",2
suyang,40452911197,"(7,8)",2
suyang,43853759026,"(2,3)",2
suyang,43853759026,"(3,4)",3
suyang,43853759026,"(4,5)",2
suyang,43853759026,"(5,6)",5
suyang,43853759026,"(6,7)",2
suyang,43853759026,"(7,8)",2
suyang,44881048637,"(2,3)",6
suyang,44881048637,"(3,4)",5
suyang,44881048637, ,bundle_index = 5 does not exist
suyang,44881048637, ,bundle_index = 5 does not exist
suyang,44881048637, ,bundle_index = 6 does not exist
suyang,44881048637, ,bundle_index = 7 does not exist
suyang,522863996797,"(2,3)",1
suyang,522863996797,"(3,4)",2
suyang,522863996797, ,bundle_index = 5 does not exist
suyang,522863996797, ,bundle_index = 5 does not exist
suyang,522863996797, ,bundle_index = 6 does not exist
suyang,522863996797, ,bundle_index = 7 does not exist
suyang,36513357018,"(2,3)",3
suyang,36513357018,"(3,4)",2
suyang,36513357018,"(4,5)",2
suyang,36513357018, ,bundle_index = 6 does not exist
suyang,36513357018, ,bundle_index = 6 does not exist
suyang,36513357018, ,bundle_index = 7 does not exist
suyang,18352298789,"(2,3)",1
suyang,18352298789,"(3,4)",3
suyang,18352298789,"(4,5)",4
suyang,18352298789,"(5,6)",4
suyang,18352298789,"(6,7)",5
suyang,18352298789,"(7,8)",3
suyang,37241107923, ,bundle_index = 3 does not exist
suyang,37241107923, ,bundle_index = 3 does not exist
suyang,37241107923, ,bundle_index = 4 does not exist
suyang,37241107923, ,bundle_index = 5 does not exist
suyang,37241107923, ,bundle_index = 6 does not exist
suyang,37241107923, ,bundle_index = 7 does not exist
suyang,23969324559,"(2,3)",4
suyang,23969324559,"(3,4)",8
suyang,23969324559,"(4,5)",2
suyang,23969324559,"(5,6)",0
suyang,23969324559,"(6,7)",0
suyang,23969324559,"(7,8)",0
suyang,24291960195,"(2,3)",4
suyang,24291960195,"(3,4)",2
suyang,24291960195,"(4,5)",4
suyang,24291960195,"(5,6)",2
suyang,24291960195,"(6,7)",2
suyang,24291960195, ,bundle_index = 8 does not exist
suyang,43426870825,"(2,3)",1
suyang,43426870825,"(3,4)",2
suyang,43426870825,"(4,5)",2
suyang,43426870825, ,bundle_index = 6 does not exist
suyang,43426870825, ,bundle_index = 6 does not exist
suyang,43426870825, ,bundle_index = 7 does not exist
suyang,38631814095,"(2,3)",3
suyang,38631814095, ,bundle_index = 4 does not exist
suyang,38631814095, ,bundle_index = 4 does not exist
suyang,38631814095, ,bundle_index = 5 does not exist
suyang,38631814095, ,bundle_index = 6 does not exist
suyang,38631814095, ,bundle_index = 7 does not exist
suyang,36574928690,"(2,3)",7
suyang,36574928690,"(3,4)",3
suyang,36574928690,"(4,5)",0
suyang,36574928690, ,bundle_index = 6 does not exist
suyang,36574928690, ,bundle_index = 6 does not exist
suyang,36574928690, ,bundle_index = 7 does not exist
suyang,44331296085,"(2,3)",7
suyang,44331296085, ,bundle_index = 4 does not exist
suyang,44331296085, ,bundle_index = 4 does not exist
suyang,44331296085, ,bundle_index = 5 does not exist
suyang,44331296085, ,bundle_index = 6 does not exist
suyang,44331296085, ,bundle_index = 7 does not exist
suyang,37908516066, ,bundle_index = 2 does not exist
suyang,37908516066, ,bundle_index = 3 does not exist
suyang,37908516066, ,bundle_index = 4 does not exist
suyang,37908516066, ,bundle_index = 5 does not exist
suyang,37908516066, ,bundle_index = 6 does not exist
suyang,37908516066, ,bundle_index = 7 does not exist
suyang,41583985792, ,bundle_index = 2 does not exist
suyang,41583985792, ,bundle_index = 3 does not exist
suyang,41583985792, ,bundle_index = 4 does not exist
suyang,41583985792, ,bundle_index = 5 does not exist
suyang,41583985792, ,bundle_index = 6 does not exist
suyang,41583985792, ,bundle_index = 7 does not exist
suyang,35557065616, ,bundle_index = 2 does not exist
suyang,35557065616, ,bundle_index = 3 does not exist
suyang,35557065616, ,bundle_index = 4 does not exist
suyang,35557065616, ,bundle_index = 5 does not exist
suyang,35557065616, ,bundle_index = 6 does not exist
suyang,35557065616, ,bundle_index = 7 does not exist
suyang,43473279886,"(2,3)",2
suyang,43473279886,"(3,4)",3
suyang,43473279886,"(4,5)",2
suyang,43473279886, ,bundle_index = 6 does not exist
suyang,43473279886, ,bundle_index = 6 does not exist
suyang,43473279886, ,bundle_index = 7 does not exist
